,condition,distance,approach_speed,approach_time,acceleration_time,height,trial_started,trial_ended,response
0,noise,2.82842712475,0.0,2.0,1,0.6,1534838352810,1534838357490,4.3737877719794795
1,noise,1.0,0.0,2.0,1,0.6,1534838357578,1534838368425,1.82033258678754
2,noise,2.82842712475,1.2,2.5,1,0.6,1534838368534,1534838373588,3.0532343832614703
3,noise,1.4142135623700003,1.2,2.5,1,0.6,1534838373708,1534838378629,1.9731673431067902
4,noise,1.4142135623700003,1.2,4.5,1,0.6,1534838378740,1534838385742,2.9842107343961297
5,noise,5.65685424949,0.0,2.0,1,0.6,1534838385853,1534838390822,9.797260458525901
6,noise,2.0,1.2,4.5,1,0.6,1534838390932,1534838398188,1.5739917966244399
7,noise,5.65685424949,1.2,2.5,1,0.6,1534838398302,1534838403367,2.85548733123133
8,noise,2.82842712475,1.2,2.5,1,0.6,1534838403478,1534838408153,2.64458963618057
9,noise,2.82842712475,1.2,4.5,1,0.6,1534838408270,1534838415167,2.89002233256889
10,noise,1.4142135623700003,1.2,4.5,1,0.6,1534838415278,1534838422594,1.35573927134818
11,noise,2.82842712475,0.0,2.0,1,0.6,1534838422711,1534838427608,3.89700899672646
12,noise,5.65685424949,1.2,4.5,1,0.6,1534838427723,1534838434929,3.60461142728445
13,noise,1.4142135623700003,1.2,2.5,1,0.6,1534838435044,1534838440368,1.37387534831224
14,noise,1.0,1.2,4.5,1,0.6,1534838440483,1534838447754,0.553352654417439
15,noise,4.0,1.2,2.5,1,0.6,1534838447868,1534838452765,4.58430001480321
16,noise,2.82842712475,1.2,4.5,1,0.6,1534838452877,1534838459794,4.6865164850632
17,noise,2.0,1.2,4.5,1,0.6,1534838459920,1534838466994,0.9804830973125329
18,noise,2.82842712475,1.2,4.5,1,0.6,1534838467112,1534838474370,2.30974599838467
19,noise,5.65685424949,0.0,2.0,1,0.6,1534838474484,1534838481387,5.85676135190856
20,noise,2.82842712475,0.0,2.0,1,0.6,1534838481502,1534838487131,3.1380452474053198
21,noise,5.65685424949,0.0,2.0,1,0.6,1534838487244,1534838493242,5.3558673301302
22,noise,4.0,1.2,4.5,1,0.6,1534838493358,1534838500890,2.3881058128962
23,noise,4.0,1.2,2.5,1,0.6,1534838501004,1534838506530,3.1414028107931204
24,noise,4.0,1.2,2.5,1,0.6,1534838506642,1534838511383,2.91018915250377
25,noise,4.0,1.2,2.5,1,0.6,1534838511490,1534838516453,2.7844283202652202
26,noise,2.0,1.2,2.5,1,0.6,1534838516568,1534838523250,1.5307511576985902
27,noise,1.4142135623700003,1.2,2.5,1,0.6,1534838523368,1534838528727,1.68173531059256
28,noise,5.65685424949,0.0,2.0,1,0.6,1534838528842,1534838534132,2.18423259478097
29,noise,4.0,1.2,4.5,1,0.6,1534838534249,1534838542576,1.76793270332074
30,noise,5.65685424949,1.2,2.5,1,0.6,1534838542692,1534838547835,2.6214377068865096
31,noise,2.82842712475,1.2,2.5,1,0.6,1534838547950,1534838552772,2.4938156745706896
32,noise,2.82842712475,0.0,2.0,1,0.6,1534838552882,1534838557490,4.9369831825588895
33,noise,5.65685424949,0.0,2.0,1,0.6,1534838557601,1534838564492,10.318925920767
34,noise,1.0,1.2,4.5,1,0.6,1534838564606,1534838572235,0.4733209659008571
35,noise,2.82842712475,1.2,2.5,1,0.6,1534838572347,1534838577784,2.62454077257858
36,noise,2.0,0.0,2.0,1,0.6,1534838577901,1534838583224,1.3435358800419301
37,noise,1.0,1.2,2.5,1,0.6,1534838583341,1534838590986,2.44661880071434
38,noise,4.0,0.0,2.0,1,0.6,1534838591100,1534838597064,4.33817718982605
39,noise,2.82842712475,1.2,4.5,1,0.6,1534838597178,1534838604118,1.0689333311826998
40,noise,4.0,0.0,2.0,1,0.6,1534838604233,1534838611041,1.96908272228029
