,condition,distance,approach_speed,approach_time,acceleration_time,height,trial_started,trial_ended,response
0,rattle_mod,5.65685424949,0.0,2.0,1,0.6,1531985815460,1531985820152,0.9291060738690229
1,rattle_mod,4.0,1.2,4.5,1,0.6,1531985820258,1531985827184,1.4762720953269801
2,rattle_mod,2.0,1.2,2.5,1,0.6,1531985827304,1531985832524,1.5032793082886398
3,rattle_mod,2.0,0.0,2.0,1,0.6,1531985832640,1531985836928,1.1583107444461
4,rattle_mod,5.65685424949,1.2,2.5,1,0.6,1531985837055,1531985842433,2.13119885206805
5,rattle_mod,2.0,0.0,2.0,1,0.6,1531985842544,1531985847900,1.5878116573969998
6,rattle_const,1.0,1.2,2.5,1,0.6,1531985848016,1531985852899,0.9259676675369151
7,rattle_mod,5.65685424949,1.2,4.5,1,0.6,1531985853009,1531985860343,2.26041355322731
8,rattle_mod,4.0,1.2,2.5,1,0.6,1531985860458,1531985865543,1.56026551438272
9,rattle_const,1.0,0.0,2.0,1,0.6,1531985865654,1531985869822,0.8232362126222651
10,rattle_mod,1.4142135623700003,1.2,2.5,1,0.6,1531985869932,1531985875129,1.16158677658037
11,rattle_const,4.0,1.2,2.5,1,0.6,1531985875240,1531985880593,1.90046979422523
12,rattle_const,4.0,1.2,2.5,1,0.6,1531985880701,1531985886845,1.3351669389004999
13,rattle_mod,2.0,1.2,2.5,1,0.6,1531985886955,1531985892058,1.11864948947616
14,rattle_mod,5.65685424949,1.2,2.5,1,0.6,1531985892170,1531985897780,2.30828040293738
15,rattle_mod,2.0,1.2,4.5,1,0.6,1531985897889,1531985904836,1.08404137753962
16,rattle_const,4.0,1.2,4.5,1,0.6,1531985904947,1531985913395,1.02466882081486
17,rattle_mod,5.65685424949,1.2,2.5,1,0.6,1531985913504,1531985919666,1.70484838725772
18,rattle_mod,2.82842712475,1.2,2.5,1,0.6,1531985919776,1531985925999,1.49296016081187
19,rattle_const,5.65685424949,1.2,2.5,1,0.6,1531985926108,1531985931686,1.34393755493948
20,rattle_const,5.65685424949,1.2,4.5,1,0.6,1531985931799,1531985940075,1.66503089894362
21,rattle_mod,2.0,1.2,4.5,1,0.6,1531985940189,1531985947808,1.2037858633996799
22,rattle_const,5.65685424949,0.0,2.0,1,0.6,1531985947919,1531985952997,2.1619802131893797
23,rattle_const,2.0,0.0,2.0,1,0.6,1531985953108,1531985957447,1.00422569439338
24,rattle_mod,4.0,1.2,2.5,1,0.6,1531985957558,1531985963251,1.5843478751705
25,rattle_const,2.82842712475,1.2,4.5,1,0.6,1531985963360,1531985970447,1.01936701448517
26,rattle_mod,2.0,1.2,4.5,1,0.6,1531985970560,1531985978245,1.07600344659836
27,rattle_mod,1.0,0.0,2.0,1,0.6,1531985978352,1531985982565,0.8236919845602471
28,rattle_const,1.0,1.2,2.5,1,0.6,1531985982675,1531985987714,0.9401352462542841
29,rattle_mod,1.4142135623700003,1.2,2.5,1,0.6,1531985987823,1531985993090,1.30528075742509
30,rattle_const,1.0,1.2,4.5,1,0.6,1531985993205,1531986000514,0.652093458023125
31,rattle_mod,2.0,0.0,2.0,1,0.6,1531986000630,1531986005357,1.3860869882338402
32,rattle_const,5.65685424949,0.0,2.0,1,0.6,1531986005471,1531986010117,1.71884524403259
33,rattle_mod,2.82842712475,0.0,2.0,1,0.6,1531986010228,1531986015012,1.6708781465692402
34,rattle_mod,4.0,1.2,2.5,1,0.6,1531986015125,1531986020907,1.1988194271711399
35,rattle_const,5.65685424949,1.2,2.5,1,0.6,1531986021019,1531986026209,1.78311118136577
36,rattle_mod,2.0,1.2,4.5,1,0.6,1531986026320,1531986033383,1.3916312598680902
37,rattle_mod,2.82842712475,1.2,4.5,1,0.6,1531986033495,1531986041116,1.3949502237160802
38,rattle_const,1.0,1.2,2.5,1,0.6,1531986041226,1531986046636,0.756980015378677
39,rattle_const,5.65685424949,0.0,2.0,1,0.6,1531986046749,1531986051987,1.9321410355301898
40,rattle_const,2.0,1.2,2.5,1,0.6,1531986052099,1531986057529,1.16746497194561
41,rattle_const,2.0,0.0,2.0,1,0.6,1531986057640,1531986062210,1.11666572987889
42,rattle_mod,5.65685424949,1.2,4.5,1,0.6,1531986062321,1531986069823,1.9428812417803898
