,condition,distance,approach_speed,approach_time,acceleration_time,height,trial_started,trial_ended,response
0,noise,1.0,1.2,4.5,1,0.6,1535448082332,1535448089479,1.67094252138176
1,noise,1.4142135623700003,1.2,4.5,1,0.6,1535448089598,1535448097014,0.563684869619682
2,noise,2.82842712475,1.2,4.5,1,0.6,1535448097123,1535448103949,1.06722442133741
3,noise,5.65685424949,1.2,2.5,1,0.6,1535448104064,1535448109041,1.05748657156304
4,noise,5.65685424949,1.2,4.5,1,0.6,1535448109157,1535448116026,2.3561764153320803
5,noise,1.4142135623700003,0.0,2.0,1,0.6,1535448116140,1535448120079,0.933601356881277
6,noise,2.0,1.2,4.5,1,0.6,1535448120192,1535448126719,0.829564690048994
7,noise,1.0,0.0,2.0,1,0.6,1535448126833,1535448130893,1.37195945070454
8,noise,5.65685424949,0.0,2.0,1,0.6,1535448131001,1535448135871,7.10574228099316
9,noise,1.4142135623700003,1.2,2.5,1,0.6,1535448135989,1535448140922,1.5109759147996598
10,noise,1.0,1.2,2.5,1,0.6,1535448141039,1535448145573,1.09239860756623
11,noise,2.0,1.2,4.5,1,0.6,1535448145688,1535448152279,1.10270719797824
12,noise,5.65685424949,1.2,4.5,1,0.6,1535448152391,1535448159228,3.10676226826262
13,noise,1.0,1.2,4.5,1,0.6,1535448159340,1535448165884,1.11250310409916
14,noise,2.82842712475,1.2,4.5,1,0.6,1535448165999,1535448172587,2.20325677062621
15,noise,5.65685424949,1.2,2.5,1,0.6,1535448172701,1535448177708,3.0662731935846
16,noise,1.0,0.0,2.0,1,0.6,1535448177822,1535448181801,0.783628096600572
17,noise,5.65685424949,0.0,2.0,1,0.6,1535448181911,1535448186347,4.44025909773925
18,noise,2.82842712475,1.2,2.5,1,0.6,1535448186456,1535448191641,2.00968534182131
19,noise,1.4142135623700003,1.2,4.5,1,0.6,1535448191756,1535448198346,1.71828165529067
20,noise,1.4142135623700003,1.2,4.5,1,0.6,1535448198463,1535448205334,1.25017828778836
21,noise,1.4142135623700003,1.2,2.5,1,0.6,1535448205448,1535448209997,1.07805742923382
22,noise,2.82842712475,1.2,4.5,1,0.6,1535448210110,1535448216867,1.71247939587207
23,noise,1.4142135623700003,1.2,4.5,1,0.6,1535448216986,1535448223991,0.68218612200281
24,noise,5.65685424949,1.2,2.5,1,0.6,1535448224106,1535448229427,2.07630612678246
25,noise,4.0,1.2,2.5,1,0.6,1535448229546,1535448234913,5.158977789105339
26,noise,1.0,1.2,2.5,1,0.6,1535448235028,1535448239600,1.0758419675824
27,noise,5.65685424949,0.0,2.0,1,0.6,1535448239713,1535448245286,4.14068976364279
28,noise,2.0,1.2,2.5,1,0.6,1535448245393,1535448250039,1.7950035375039899
29,noise,2.0,0.0,2.0,1,0.6,1535448250158,1535448254215,1.5557290101369399
30,noise,1.4142135623700003,1.2,2.5,1,0.6,1535448254333,1535448259520,1.8529015119608603
31,noise,1.0,0.0,2.0,1,0.6,1535448259636,1535448263611,1.02140688831485
32,noise,2.82842712475,1.2,2.5,1,0.6,1535448263730,1535448269017,3.7568777234229396
33,noise,4.0,1.2,4.5,1,0.6,1535448269131,1535448275951,2.35007885654279
34,noise,2.82842712475,0.0,2.0,1,0.6,1535448276070,1535448280176,2.7227130885318305
35,noise,5.65685424949,1.2,4.5,1,0.6,1535448280293,1535448286892,2.12950702521924
36,noise,1.0,1.2,4.5,1,0.6,1535448287005,1535448293534,1.0488994707119
37,noise,5.65685424949,0.0,2.0,1,0.6,1535448293651,1535448299285,3.73090450069812
38,noise,1.4142135623700003,1.2,2.5,1,0.6,1535448299401,1535448304385,0.9031545457437851
39,noise,2.82842712475,0.0,2.0,1,0.6,1535448304498,1535448309520,2.02946810481586
40,noise,2.0,1.2,2.5,1,0.6,1535448309634,1535448314627,0.63088686959191
