,condition,distance,approach_speed,approach_time,acceleration_time,height,trial_started,trial_ended,response
0,noise,4.0,0.0,2.0,1,0.6,1537341964486,1537341974644,1.03049893335037
1,noise,1.4142135623700003,1.2,4.5,1,0.6,1537341974760,1537341987314,1.0110554401840601
2,noise,2.82842712475,1.2,2.5,1,0.6,1537341987432,1537341996433,1.25663933903346
3,noise,4.0,1.2,2.5,1,0.6,1537341996541,1537342005675,1.2244242737400501
4,noise,2.0,0.0,2.0,1,0.6,1537342005788,1537342015313,0.849793934421045
5,noise,2.82842712475,1.2,4.5,1,0.6,1537342015430,1537342025685,1.1913290744343201
6,noise,1.4142135623700003,1.2,4.5,1,0.6,1537342025796,1537342036686,0.758674788883646
7,noise,5.65685424949,1.2,4.5,1,0.6,1537342036802,1537342048624,1.65921495382555
8,noise,4.0,0.0,2.0,1,0.6,1537342048738,1537342057341,0.9111912694884581
9,noise,2.82842712475,1.2,4.5,1,0.6,1537342057456,1537342065743,1.11793626950899
10,noise,5.65685424949,0.0,2.0,1,0.6,1537342065856,1537342076169,1.23996732505711
11,noise,1.0,0.0,2.0,1,0.6,1537342076282,1537342084034,0.7199924091000072
12,noise,1.4142135623700003,1.2,2.5,1,0.6,1537342084147,1537342091271,0.9301226371083849
13,noise,5.65685424949,1.2,2.5,1,0.6,1537342091382,1537342100621,1.24056226548378
14,noise,2.0,0.0,2.0,1,0.6,1537342100735,1537342108940,1.166831121512
15,noise,2.82842712475,1.2,2.5,1,0.6,1537342109054,1537342116331,1.2498557501645602
16,noise,2.82842712475,1.2,2.5,1,0.6,1537342116438,1537342124020,0.9233577559855999
17,noise,4.0,1.2,2.5,1,0.6,1537342124130,1537342130643,0.9981902181253521
18,noise,1.4142135623700003,1.2,4.5,1,0.6,1537342130756,1537342139886,0.767732308970743
19,noise,2.0,1.2,2.5,1,0.6,1537342140001,1537342148549,0.9350363738537779
20,noise,5.65685424949,1.2,2.5,1,0.6,1537342148668,1537342158701,1.83037173202014
21,noise,4.0,1.2,4.5,1,0.6,1537342158820,1537342170580,1.26526334671026
22,noise,1.4142135623700003,0.0,2.0,1,0.6,1537342170700,1537342179594,0.540882568043484
23,noise,1.0,0.0,2.0,1,0.6,1537342179707,1537342186222,0.5300887920253279
24,noise,5.65685424949,1.2,4.5,1,0.6,1537342186336,1537342197407,1.2053832136506202
25,noise,1.0,1.2,4.5,1,0.6,1537342197520,1537342206205,0.8098412619973651
26,noise,2.82842712475,1.2,4.5,1,0.6,1537342206315,1537342213955,0.8855078962700992
27,noise,2.0,1.2,2.5,1,0.6,1537342214068,1537342223979,0.7006517627961479
28,noise,4.0,1.2,2.5,1,0.6,1537342224095,1537342234835,1.28223732351341
29,noise,4.0,1.2,2.5,1,0.6,1537342234947,1537342242752,1.4519572801760101
30,noise,4.0,1.2,2.5,1,0.6,1537342242863,1537342248809,1.46928143619193
31,noise,2.0,0.0,2.0,1,0.6,1537342248924,1537342257768,1.07775186004029
32,noise,2.0,1.2,2.5,1,0.6,1537342257884,1537342265567,1.22607862622091
33,noise,5.65685424949,1.2,2.5,1,0.6,1537342265681,1537342273499,1.2995326299298502
34,noise,2.82842712475,1.2,4.5,1,0.6,1537342273611,1537342282833,0.743782985084832
35,noise,2.82842712475,0.0,2.0,1,0.6,1537342282950,1537342290383,1.0407848809990101
36,noise,1.4142135623700003,1.2,2.5,1,0.6,1537342290494,1537342297234,0.8136997348012429
37,noise,4.0,1.2,4.5,1,0.6,1537342297348,1537342305435,0.7995802751211349
